@relation my_relation
@attribute 1_attr_chunk_1 numeric      % real name: 'chunk_1'
@attribute 2_attr_chunk1_2 numeric      % real name: 'chunk1-2'
@attribute 3_attr_chunk1_2_3 numeric      % real name: 'chunk1-2-3'
@attribute 4_attr_chunk1_2_3_4 numeric      % real name: 'chunk1-2-3-4'
@attribute 5_attr_chunk1_2_3_4_5_6_7_8_9_10 numeric      % real name: 'chunk1-2-3-4-5-6-7-8-9-10'
@attribute 6_attr_chunk1_2_3_4_5_6_7_8_9_10_negative numeric      % real name: 'chunk1-2-3-4-5-6-7-8-9-10-negative'
@attribute categories {0,1}
@data
0.171483791484, 0.16524367025, 0.166545765559, 0.164391562131, 0.164884709803, 0.167445195316, 1 chunk_1_subject7135_txt
0.177030525698, 0.167889372092, 0.169460075304, 0.166875882101, 0.165754817167, 0.152985986229, 1 chunk_1_subject7142_txt
0.173724247005, 0.166576186034, 0.160621823828, 0.168988229129, 0.167177252658, 0.16290800354, 1 chunk_1_subject7157_txt
0.185517747314, 0.165881480583, 0.162822503794, 0.169068873859, 0.162104467555, 0.154601017902, 1 chunk_1_subject7181_txt
0.172744478297, 0.165539403379, 0.165079914604, 0.165523907895, 0.163818560273, 0.167288878093, 1 chunk_1_subject7326_txt
0.167242832292, 0.165030900959, 0.166549762452, 0.162288799467, 0.162175577559, 0.176705388076, 1 chunk_1_subject7364_txt
0.184442807428, 0.168735145217, 0.168280918833, 0.164716144634, 0.163613392706, 0.150208152922, 1 chunk_1_subject7367_txt
0.178272117943, 0.165859209334, 0.168576988854, 0.163700440734, 0.160473042739, 0.163112994263, 1 chunk_1_subject7515_txt
0.181230906584, 0.171521988899, 0.164752805965, 0.164500621322, 0.161129463977, 0.156859576799, 1 chunk_1_subject7533_txt
0.194413366441, 0.160100093933, 0.164268081923, 0.165374966056, 0.164056211866, 0.151784405915, 1 chunk_1_subject7680_txt
0.183091345571, 0.168203860269, 0.164775866473, 0.162095503767, 0.162833064733, 0.158995986277, 1 chunk_1_subject7703_txt
0.182187474141, 0.166803392204, 0.166986952964, 0.168779556825, 0.162253133158, 0.152986106051, 1 chunk_1_subject7925_txt
0.175803685358, 0.168310861929, 0.164524608471, 0.166593533965, 0.162395356743, 0.162367247418, 1 chunk_1_subject7930_txt
0.169662843882, 0.163079823032, 0.163096695442, 0.16707154326, 0.167060608631, 0.170023515977, 1 chunk_1_subject7970_txt
0.173800368613, 0.166998900996, 0.166831509106, 0.165053408064, 0.163879519174, 0.163431447455, 1 chunk_1_subject8577_txt
0.169294436118, 0.164810710046, 0.163569860822, 0.164485519092, 0.164830108169, 0.17300386764, 1 chunk_1_subject8683_txt
0.189843203785, 0.16728765769, 0.171383084938, 0.162904576783, 0.159552324547, 0.149025559146, 1 chunk_1_subject8741_txt
0.171806666996, 0.163288012166, 0.16398187129, 0.167319494901, 0.164428387528, 0.169171173094, 1 chunk_1_subject8771_txt
0.170284415104, 0.167899861538, 0.167492774937, 0.16646747694, 0.164759080669, 0.163091782708, 1 chunk_1_subject8843_txt
0.182545047464, 0.161820120478, 0.163210674747, 0.161943949495, 0.163009520051, 0.16746594022, 1 chunk_1_subject8901_txt
0.175798746877, 0.165556332754, 0.170920913561, 0.16662513389, 0.163712339549, 0.157381986662, 1 chunk_1_subject9001_txt
0.169620968935, 0.165822343898, 0.167656925322, 0.164834712044, 0.161897944879, 0.17016105514, 1 chunk_1_subject9115_txt
0.187971158718, 0.166333557838, 0.164992885505, 0.166352186203, 0.16527795441, 0.149068770327, 1 chunk_1_subject9358_txt
0.180322887133, 0.165648536989, 0.163431392619, 0.160892134754, 0.159434332068, 0.170264398977, 1 chunk_1_subject9552_txt
0.171735056663, 0.160862117224, 0.158453604036, 0.16341917152, 0.164574811337, 0.180949606924, 1 chunk_1_subject9683_txt
0.17593554266, 0.168533986327, 0.170698980537, 0.168380128853, 0.166239928513, 0.15020778554, 1 chunk_1_subject9763_txt
0.171677080775, 0.167076799141, 0.164520650691, 0.166700876702, 0.165504098319, 0.164515614564, 1 chunk_1_subject9951_txt
0.162250500072, 0.180929826789, 0.159910872675, 0.15998046048, 0.160297201297, 0.176624745827, 1 chunk1_2_subject1095_txt
0.167324024423, 0.173998468673, 0.166213704415, 0.166095266354, 0.161098252854, 0.165265180952, 1 chunk1_2_subject1190_txt
0.16680014601, 0.191259189866, 0.162916501323, 0.165615848635, 0.163312711298, 0.150092801535, 1 chunk1_2_subject1191_txt
0.174805784926, 0.189076114812, 0.165375119372, 0.165921483541, 0.160661330835, 0.144157921318, 1 chunk1_2_subject127_txt
0.168622447729, 0.171686603653, 0.167422263561, 0.166214453527, 0.163389934649, 0.162659669942, 1 chunk1_2_subject136_txt
0.166264556663, 0.168855223103, 0.165149132712, 0.165399082404, 0.164218920842, 0.170107878547, 1 chunk1_2_subject337_txt
0.16729293981, 0.171572716998, 0.166350832751, 0.16675025156, 0.163185863364, 0.164842111178, 1 chunk1_2_subject374_txt
0.162776643197, 0.189644371005, 0.168490612891, 0.163418937382, 0.161644390714, 0.154021397588, 1 chunk1_2_subject405_txt
0.171090192918, 0.191861281983, 0.164221227424, 0.164683176314, 0.161164835424, 0.146976224672, 1 chunk1_2_subject416_txt
0.165749129071, 0.170303535324, 0.163974268085, 0.164532589114, 0.165290324067, 0.170144060895, 1 chunk1_2_subject669_txt
0.160797825313, 0.183165420831, 0.156401176622, 0.160728594259, 0.162885551669, 0.176015574429, 1 chunk1_2_subject888_txt
0.163027933299, 0.173365711878, 0.163997418895, 0.164637500534, 0.162929097211, 0.172036811961, 1 chunk1_2_subject896_txt
